Participant,Ticks,Device,Method,Size,Trial,Capture,TimeMillis,Offset,Angle,CaptureRatio,MissRatio
P1,635134670628975158,tPad,Normal,Half,2,1,5831.3335,.1741,.6082,0,0
P1,635134670737971392,tPad,Normal,Half,2,2,5987.3424,.0922,1.1828,0,0
P2,635135622611465942,tPad,Normal,Quarter,0,0,4647.2658,.0208,.5228,0,0
P2,635135622670749333,tPad,Normal,Quarter,0,1,3129.179,.0603,1.2252,0,0
P2,635135622743463492,tPad,Normal,Quarter,0,2,4719.27,.0464,1.1814,0,0
P2,635135622801026784,tPad,Normal,Quarter,1,0,3611.2065,.0394,.6522,0,0
P2,635135622867630594,tPad,Normal,Quarter,1,1,4936.2824,.0702,2.6685,0,0
P2,635135622940034735,tPad,Normal,Quarter,1,2,5128.2933,.0275,.6597,0,0
P2,635135623007388587,tPad,Normal,Quarter,2,0,4735.2708,.0275,1.9824,0,0
P2,635135623068512083,tPad,Normal,Quarter,2,1,4696.2686,.0384,1.1367,0,0
P2,635135623149866737,tPad,Normal,Quarter,2,2,4495.2572,.0444,1.1694,0,0
P2,635135623257742907,tPad,Normal,ThreeQuarters,0,0,7323.4189,.0842,.4044,0,0
P2,635135623333067215,tPad,Normal,ThreeQuarters,0,1,5151.2946,.0187,.2196,0,0
P2,635135623423022360,tPad,Normal,ThreeQuarters,0,2,5871.3358,.0265,.6181,0,0
P2,635135623519347870,tPad,Normal,ThreeQuarters,1,0,5279.302,.0414,.5585,0,0
P2,635135623598822415,tPad,Normal,ThreeQuarters,1,1,4491.2568,.0368,1.7822,0,0
P2,635135623666306275,tPad,Normal,ThreeQuarters,1,2,4200.2402,.0413,.894,0,0
P2,635135623719659327,tPad,Normal,ThreeQuarters,2,0,3355.1919,.0258,.377,0,0
P2,635135623774072439,tPad,Normal,ThreeQuarters,2,1,3168.1812,.0407,.999,0,0
P2,635135623825665390,tPad,Normal,ThreeQuarters,2,2,3008.1721,.0519,.0313,0,0
P2,635135623926301146,tPad,Normal,Half,0,0,3935.2251,.0415,.163,0,0
P2,635135623987144626,tPad,Normal,Half,0,1,3384.1936,.0412,.3223,0,0
P2,635135624082220064,tPad,Normal,Half,0,2,5467.3127,.0767,1.6116,0,0
P2,635135624152424080,tPad,Normal,Half,1,0,3496.2,.0187,1.2766,0,0
P2,635135624207577234,tPad,Normal,Half,1,1,3723.2129,.0263,1.715,0,0
P2,635135624297422373,tPad,Normal,Half,1,2,4902.2804,.0412,.5516,0,0
P2,635135624366626331,tPad,Normal,Half,2,0,4264.2439,.041,.0851,0,0
P2,635135624444740799,tPad,Normal,Half,2,1,4712.2695,.058,.168,0,0
P2,635135624520855153,tPad,Normal,Half,2,2,3715.2125,.037,.429,0,0
P3,635135718137559816,tPad,Normal,Quarter,0,0,11762.6728,.1114,1.923,0,0
P3,635135718257036650,tPad,Normal,Quarter,0,1,5903.3377,.0654,.4554,0,0
P3,635135718378273584,tPad,Normal,Quarter,0,2,8923.5104,.0402,1.5925,0,0
P3,635135718479959400,tPad,Normal,Quarter,1,0,4864.2782,.0356,.8961,0,0
P3,635135718592235822,tPad,Normal,Quarter,1,1,6603.3777,.0406,.3942,0,0
P3,635135718684511100,tPad,Normal,Quarter,1,2,5203.2976,.0635,.3611,0,0
P3,635135718822959018,tPad,Normal,Quarter,2,0,7244.4143,.0755,1.5949,0,0
P3,635135718926834960,tPad,Normal,Quarter,2,1,4399.2516,.0647,.5221,0,0
P3,635135719029310821,tPad,Normal,Quarter,2,2,6703.3834,.0557,1.7156,0,0
P3,635135720418870299,tPad,Normal,Half,0,0,4997.2858,.0812,.4103,0,0
P3,635135720504425193,tPad,Normal,Half,0,1,4471.2558,.04,1.3705,0,0
P3,635135720608191128,tPad,Normal,Half,0,2,6480.3707,.0909,.8095,0,0
P3,635135720701066440,tPad,Normal,Half,1,0,5520.3157,.0566,.6398,0,0
P3,635135720790861576,tPad,Normal,Half,1,1,4991.2855,.0956,.8677,0,0
P3,635135720869736087,tPad,Normal,Half,1,2,4123.2358,.0353,.9395,0,0
P3,635135720947780551,tPad,Normal,Half,2,0,4763.2724,.0399,.2215,0,0
P3,635135721023624889,tPad,Normal,Half,2,1,4344.2484,.0739,.9899,0,0
P3,635135721102739414,tPad,Normal,Half,2,2,4391.2511,.0756,1.5414,0,0
P3,635135722491648856,tPad,Normal,ThreeQuarters,0,0,4139.2368,.0565,.1233,0,0
P3,635135722572933505,tPad,Normal,ThreeQuarters,0,1,4520.2586,.073,.1029,0,0
P3,635135722696570576,tPad,Normal,ThreeQuarters,0,2,4479.2562,.0905,.8577,0,0
P3,635135722779405314,tPad,Normal,ThreeQuarters,1,0,4261.2437,.0732,.565,0,0
P3,635135722872250625,tPad,Normal,ThreeQuarters,1,1,6520.373,.0962,.77,0,0
P3,635135722958285546,tPad,Normal,ThreeQuarters,1,2,4847.2773,.0799,.3168,0,0
P3,635135723062401501,tPad,Normal,ThreeQuarters,2,0,6499.3718,.1126,1.2275,0,0
P3,635135723172247784,tPad,Normal,ThreeQuarters,2,1,7099.4061,.0642,1.0718,0,0
P3,635135723251122295,tPad,Normal,ThreeQuarters,2,2,4298.2459,.0558,.6305,0,0
P4,635138264197913574,tPad,Normal,Quarter,0,0,15561.8901,3.9199,1.68,0,0
P4,635138264401805236,tPad,Normal,Quarter,0,1,6535.3738,8.98,.4554,0,0
P4,635138264483209892,tPad,Normal,Quarter,0,2,3576.2045,9.07,.6188,0,0
P4,635138264536882962,tPad,Normal,Quarter,1,0,3579.2047,9.2399,1.1572,0,0
P4,635138264615437455,tPad,Normal,Quarter,1,1,4390.2511,.1103,1.0501,0,0
P4,635138264709482834,tPad,Normal,Quarter,1,2,5955.3406,.1293,4.5904,0,0
P4,635138264801968124,tPad,Normal,Quarter,2,0,5164.2954,.1036,3.0394,0,0
P4,635138264871402096,tPad,Normal,Quarter,2,1,4963.2839,9.8599,.5887,0,0
P4,635138264938405928,tPad,Normal,Quarter,2,2,4396.2515,6.4799,2.1745,0,0
P4,635138266510715859,tPad,Normal,Half,0,0,5984.3423,.1109,.8218,0,0
P4,635138266590870444,tPad,Normal,Half,0,1,5431.3107,8.05,1.7269,0,0
P4,635138266657474253,tPad,Normal,Half,0,2,4310.2465,.1132,1.2332,0,0
P4,635138266746749359,tPad,Normal,Half,1,0,6445.3686,5.0799,.9404,0,0
P4,635138266804512663,tPad,Normal,Half,1,1,4473.2558, ,.808,0,0
P4,635138266877706850,tPad,Normal,Half,1,2,5715.3269,7.23,.8001,0,0
P4,635138266943110590,tPad,Normal,Half,2,0,4056.232,5.63,2.2926,0,0
P4,635138267019144939,tPad,Normal,Half,2,1,6036.3452,6.4799,1.643,0,0
P4,635138267079628399,tPad,Normal,Half,2,2,3935.2251,6.5199, ,0,0
P4,635138268682260064,tPad,Normal,ThreeQuarters,0,0,3644.2084,.127,.4613,0,0
P4,635138268763174692,tPad,Normal,ThreeQuarters,0,1,3635.2079, ,1.089,0,0
P4,635138268811857477,tPad,Normal,ThreeQuarters,0,2,3594.2056,.1368,5.12,0,0
P4,635138268887771819,tPad,Normal,ThreeQuarters,1,0,3615.2068,.115,.1517,0,0
P4,635138268974416775,tPad,Normal,ThreeQuarters,1,1,4380.2506,.1514,2.0722,0,0
P4,635138269053031271,tPad,Normal,ThreeQuarters,1,2,5509.3151,.1134,2.1501,0,0
P4,635138269104974242,tPad,Normal,ThreeQuarters,2,0,3164.181,5.0299,.6455,0,0
P4,635138269153257004,tPad,Normal,ThreeQuarters,2,1,3620.2071,9.0499,.7087,0,0
P4,635138269215330554,tPad,Normal,ThreeQuarters,2,2,3871.2214,6.4,1.3285,0,0
P5,635138945383762947,tPad,Normal,Quarter,0,1,8063.4612,.1026,1.7366,0,0
P5,635138945599885309,tPad,Normal,Quarter,0,2,18816.0763,7.0199,2.67,0,0
P5,635138945736483122,tPad,Normal,Quarter,1,0,10347.5919,.1376,.1744,0,0
P5,635138945818877834,tPad,Normal,Quarter,1,1,5123.293,8.6199,1.3774,0,0
P5,635138945945565080,tPad,Normal,Quarter,1,2,9692.5543,9.8299,.3619,0,0
P5,635138946072042314,tPad,Normal,Quarter,2,0,9307.5323,9.4399,1.3204,0,0
P5,635138946195599382,tPad,Normal,Quarter,2,1,9251.5292,8.1699,2.2839,0,0
P5,635138946323476696,tPad,Normal,Quarter,2,2,10107.5782,6.09,.6074,0,0
P6,"635,139,029,305,693,060.00",tPad,Normal,Quarter,0,2,4067.2327,5.6599,.389,0,0
P6,"635,139,029,458,051,970.00",tPad,Normal,Quarter,1,1,5883.3365,7.7799,.785,0,0
P6,"635,139,029,651,492,990.00",tPad,Normal,Quarter,2,0,4967.2841,9.84,1.1966,0,0
P6,"635,139,031,948,354,940.00",tPad,Normal,Half,0,0,32218.8428, ,1.7029,0,0
P6,"635,139,032,020,078,980.00",tPad,Normal,Half,0,1,5659.3237,7.7799,6.6799,0,0
P6,"635,139,032,090,242,940.00",tPad,Normal,Half,0,2,4224.2416, ,.504,0,0
P6,"635,139,032,151,756,030.00",tPad,Normal,Half,1,0,4015.2297,9.0399,.45,0,0
P6,"635,139,032,258,112,000.00",tPad,Normal,Half,1,1,7498.4289,9.31,.8542,0,0
P6,"635,139,032,346,786,940.00",tPad,Normal,Half,1,2,5611.3209,5.72,1.7353,0,0
P6,"635,139,032,420,992,000.00",tPad,Normal,Half,2,0,4951.2832, ,.7514,0,0
P6,"635,139,032,493,875,970.00",tPad,Normal,Half,2,1,4695.2685,5.6599,.7916,0,0
P6,"635,139,032,547,838,980.00",tPad,Normal,Half,2,2,3588.2053,4.08,1.1741,0,0
P6,"635,139,034,490,019,970.00",tPad,Normal,ThreeQuarters,0,0,25679.4688,.1092,.1338,0,0
P6,"635,139,034,582,155,010.00",tPad,Normal,ThreeQuarters,0,1,5233.2993,5.12,.6349,0,0
P6,"635,139,034,632,358,020.00",tPad,Normal,ThreeQuarters,0,2,3309.1892,.1082,1.7237,0,0
P6,"635,139,034,678,141,060.00",tPad,Normal,ThreeQuarters,1,0,3032.1734, ,9.2799,0,0
P6,"635,139,034,724,772,990.00",tPad,Normal,ThreeQuarters,1,1,3035.1736,5.43,.1182,0,0
P6,"635,139,034,777,296,000.00",tPad,Normal,ThreeQuarters,1,2,3375.193,7.43,1.4634,0,0
P6,"635,139,034,821,298,940.00",tPad,Normal,ThreeQuarters,2,0,2928.1675,3.64,.951,0,0
P6,"635,139,034,869,702,020.00",tPad,Normal,ThreeQuarters,2,1,2916.1668, ,2.5177,0,0
P6,"635,139,034,927,655,040.00",tPad,Normal,ThreeQuarters,2,2,4131.2363,9.0399,.432,0,0
P7,635139090949878946,tPad,Normal,Quarter,0,0,32011.831,.1104,1.8797,0,0
P7,635139091109668085,tPad,Normal,Quarter,0,1,12971.7419,9.89,2.0792,0,0
P7,635139091218904333,tPad,Normal,Quarter,0,2,6551.3747,7.52,.9669,0,0
P7,635139091294018630,tPad,Normal,Quarter,1,0,6639.3798,8.8099,.1862,0,0
P7,635139091377823423,tPad,Normal,Quarter,1,1,7443.4257,1.76,1.1545,0,0
P7,635139091415465576,tPad,Normal,Quarter,1,2,2864.1638,6.2899,.5769,0,0
P7,635139091485779598,tPad,Normal,Quarter,2,0,6127.3505,7.13,1.1532,0,0
P7,635139091530022128,tPad,Normal,Quarter,2,1,3667.2097,.039,.6427,0,0
P7,635139091586265345,tPad,Normal,Quarter,2,2,4928.2819,3.86,.5603,0,0
P7,635139091682780866,tPad,Normal,Half,0,0,8979.5136,.1039,1.9744,0,0
P7,635139091706382215,tPad,Normal,Half,0,1,1508.0862,.1249,2.7058,0,0
P7,635139091757775155,tPad,Normal,Half,0,2,4159.2379,.1976,.1358,0,0
P7,635139091806697953,tPad,Normal,Half,1,0,4355.2491,.1607,1.4857,0,0
P7,635139091923214618,tPad,Normal,Half,1,1,11131.6367,.1375,1.8347,0,0
P7,635139091987098271,tPad,Normal,Half,1,2,5671.3243,.1274,.7448,0,0
P7,635139092011299656,tPad,Normal,Half,2,0,1892.1082,.1031,1.233,0,0
P7,635139092028470638,tPad,Normal,Half,2,1,1257.0719,.1087,2.0825,0,0
P7,635139092075333318,tPad,Normal,Half,2,2,4171.2386,.1232,.6334,0,0
P8,635139750676216421,tPad,Normal,Half,0,2,9195.5259,.1102,1.2189,0,0
P8,635139750869657486,tPad,Normal,Half,1,2,5435.3109,7.4399,.779,0,0
P8,635139751126452173,tPad,Normal,Half,2,1,17115.9789,.1564,2.2774,0,0
P8,635139751382726831,tPad,Normal,Half,2,2,24107.3788,.1024,1.307,0,0
P8,635139751593808905,tPad,Normal,ThreeQuarters,0,1,5252.3005,.3027,.9184,0,0
P8,635139751615330136,tPad,Normal,ThreeQuarters,0,2,1244.0712,.433,.5917,0,0
P8,635139751677853712,tPad,Normal,ThreeQuarters,1,0,5420.3101,.185,.9623,0,0
P8,635139751697844855,tPad,Normal,ThreeQuarters,1,1,1282.0733,.2891,.6734,0,0
P8,635139751750047841,tPad,Normal,ThreeQuarters,1,2,3340.1911,.1312,.3587,0,0
P8,635139751832602563,tPad,Normal,ThreeQuarters,2,0,6015.3441,.3432,.4022,0,0
P8,635139751900046420,tPad,Normal,ThreeQuarters,2,1,5644.3228,.2979,3.5448,0,0
P8,635139751924977846,tPad,Normal,ThreeQuarters,2,2,1794.1026,.2767,2.5712,0,0
P8,635139752042884590,tPad,Normal,Quarter,0,0,11117.6359,.1138,.3141,0,0
P8,635139752067045972,tPad,Normal,Quarter,0,1,1248.0714,.1167,1.8426,0,0
P8,635139752134159811,tPad,Normal,Quarter,0,2,5851.3347,8.4699,.9615,0,0
P8,635139752209684131,tPad,Normal,Quarter,1,0,6675.3818,9.51,1.4672,0,0
P8,635139752274017810,tPad,Normal,Quarter,1,1,5621.3215,.1031,3.0766,0,0
P8,635139752334401264,tPad,Normal,Quarter,1,2,5371.3072,.1637,.8901,0,0
P8,635139752350482184,tPad,Normal,Quarter,2,0,739.0423,7.43,0,0,0
P8,635139752423006332,tPad,Normal,Quarter,2,1,6484.3709,.1071,3.7734,0,0
P8,635139752478839525,tPad,Normal,Quarter,2,2,4787.2738,.1303,2.1642,0,0
P9,635139902723631386,tPad,Normal,ThreeQuarters,0,0,3119.1784,.1837,.7006,0,0
P9,635139903049350016,tPad,Normal,ThreeQuarters,0,1,4440.2539,5.85,1.4401,0,0
P9,635139903128624551,tPad,Normal,ThreeQuarters,0,2,4365.2497,3.6999,.4718,0,0
P9,635139903199988632,tPad,Normal,ThreeQuarters,1,0,888.0507,5.85,.7287,0,0
P9,635139903277463064,tPad,Normal,ThreeQuarters,1,1,788.0451,6.6299,.9361,0,0
P9,635139903371028415,tPad,Normal,ThreeQuarters,1,2,2260.1292,7.5499,2.45,0,0
P9,635139903434052020,tPad,Normal,ThreeQuarters,2,0,4866.2783,.1237,.9791,0,0
P9,635139903478064538,tPad,Normal,ThreeQuarters,2,1,3208.1835,1.82,4.7465,0,0
P9,635139903525297239,tPad,Normal,ThreeQuarters,2,2,3991.2283,8.35,3.0009,0,0
P9,635139904275180130,tPad,Normal,Half,0,0,4443.2541,.2725,2.7071,0,0
P9,635139904434709254,tPad,Normal,Half,0,1,3281.1876,7.14,3.7427,0,0
P9,635139904490892468,tPad,Normal,Half,0,2,4307.2464,.1491,.7437,0,0
P9,635139904519694115,tPad,Normal,Half,1,0,1643.0939,.1491,1.59,0,0
P9,635139904569496964,tPad,Normal,Half,1,1,3729.2133,4.97,1.9104,0,0
P9,635139904590858186,tPad,Normal,Half,1,2,712.0408,5.1999,.1158,0,0
P9,635139904603698920,tPad,Normal,Half,2,0,712.0407,5.1799,1.6137,0,0
P9,635139904625850187,tPad,Normal,Half,2,1,1575.0901,0,.2767,0,0
P9,635139904708494914,tPad,Normal,Half,2,2,2992.1711,8.6699,1.6193,0,0
P9,635139905635487935,tPad,Normal,Quarter,0,0,2696.1542,.1527,.8992,0,0
P9,635139905667489765,tPad,Normal,Quarter,0,1,2516.1439,.1222,1.0928,0,0
P9,635139905704861903,tPad,Normal,Quarter,0,2,3169.1813,5.24,.1436,0,0
P9,635139905766685439,tPad,Normal,Quarter,1,0,3882.222,.1595,.9253,0,0
P9,635139905835039349,tPad,Normal,Quarter,1,1,3139.1796,.1431,.1535,0,0
P9,635139905860890827,tPad,Normal,Quarter,1,2,1256.0718,.1328,.7135,0,0
P9,635139905915163932,tPad,Normal,Quarter,2,0,4139.2368,.1139,1.5091,0,0
P9,635139905966606874,tPad,Normal,Quarter,2,1,3792.2169,3.9399,.1504,0,0
P9,635139906020529958,tPad,Normal,Quarter,2,2,3620.207,7.8799,.4802,0,0
P10,635140005748756312,tPad,Normal,ThreeQuarters,0,0,15572.8908,6.55,2.0392,0,0
P10,635140005850742145,tPad,Normal,ThreeQuarters,0,1,6427.3676,7.0199,.1539,0,0
P10,635140005938987192,tPad,Normal,ThreeQuarters,0,2,4904.2805,7.4499,1.2007,0,0
P10,635140006011061314,tPad,Normal,ThreeQuarters,1,0,4742.2712,4.9799,.6006,0,0
P10,635140006044903250,tPad,Normal,ThreeQuarters,1,1,2084.1192,6.84,.532,0,0
P10,635140006135098409,tPad,Normal,ThreeQuarters,1,2,6491.3713,.1293,.3659,0,0
P10,635140006215943033,tPad,Normal,ThreeQuarters,2,0,7028.402,5.24,.198,0,0
P10,635140006236394203,tPad,Normal,ThreeQuarters,2,1,957.0548,3.76,.8306,0,0
P10,635140006359761259,tPad,Normal,ThreeQuarters,2,2,11625.665,7.5399,1.0932,0,0
P10,635140007237411458,tPad,Normal,Half,0,0,2695.1542,9.0899,.2164,0,0
P10,635140007265293052,tPad,Normal,Half,0,1,1715.0981,6.11,.7976,0,0
P10,635140007356008241,tPad,Normal,Half,0,2,5731.3278,8.6599,2.1575,0,0
P10,635140007448853552,tPad,Normal,Half,1,0,8387.4798,3.3599,1.05,0,0
P10,635140007513687260,tPad,Normal,Half,1,1,5403.3091,7.1599,.2533,0,0
P10,635140007532168317,tPad,Normal,Half,1,2,782.0447,7.48,.8328,0,0
P10,635140007601292271,tPad,Normal,Half,2,0,6087.3482,9.0899,.7285,0,0
P10,635140007668286102,tPad,Normal,Half,2,1,5767.3298,.129,1.8766,0,0
P10,635140007743210388,tPad,Normal,Half,2,2,6059.3466, ,.9254,0,0
P10,635140009724233696,tPad,Normal,Quarter,0,0,6231.3564, ,1.6558,0,0
P10,635140009789437425,tPad,Normal,Quarter,0,1,4073.233,7.6899,1.093,0,0
P10,635140009834229987,tPad,Normal,Quarter,0,2,879.0503,.1078,2.0853,0,0
P10,635140009859231417,tPad,Normal,Quarter,1,0,1083.0619,7.6899,.6905,0,0
P10,635140009928435375,tPad,Normal,Quarter,1,1,2356.1347, ,1.478,0,0
P10,635140010000389491,tPad,Normal,Quarter,1,2,3399.1944, ,2.523,0,0
P10,635140010068193369,tPad,Normal,Quarter,2,0,2681.1533,7.48,1.4263,0,0
P10,635140010147347897,tPad,Normal,Quarter,2,1,3679.2105,3.59,.2232,0,0
P10,635140010396512148,tPad,Normal,Quarter,2,2,8727.4992,5.68,.3174,0,0
P11,635145993768071132,tPad,Normal,ThreeQuarters,0,1,8571.4903,.1463,.4439,0,0
P11,635145993839565221,tPad,Normal,ThreeQuarters,0,2,6165.3526,.1814,.5846,0,0
P11,635145993894148343,tPad,Normal,ThreeQuarters,1,0,4719.2699,.1107,1.2777,0,0
P11,635145993938750894,tPad,Normal,ThreeQuarters,1,1,3552.2032,.1148,1.4715,0,0
P11,635145994010264984,tPad,Normal,ThreeQuarters,1,2,6183.3536,.1283,1.0416,0,0
P11,635145994085829306,tPad,Normal,ThreeQuarters,2,0,6859.3923, ,.6564,0,0
P11,635145994167503978,tPad,Normal,ThreeQuarters,2,1,7315.4184,5.43,.5891,0,0
P11,635145994251908806,tPad,Normal,ThreeQuarters,2,2,7647.4374,7.62,.8679,0,0
P11,635145995739173872,tPad,Normal,Half,0,0,39370.2518,.1116,.6985,0,0
P11,635145995827658933,tPad,Normal,Half,0,1,8160.4667,.131,6.3299,0,0
P11,635145995919174168,tPad,Normal,Half,0,2,8383.4795, ,.1237,0,0
P11,635145995999058737,tPad,Normal,Half,1,0,7280.4164, ,4.4499,0,0
P11,635145996084193606,tPad,Normal,Half,1,1,7649.4375,2.7713,.7284,0,0
P11,635145996164618206,tPad,Normal,Half,1,2,6960.3981,.1651,9.21,0,0
P11,635145996201490315,tPad,Normal,Half,2,0,2749.1572,.131,.9508,0,0
P11,635145996227251789,tPad,Normal,Half,2,1,1868.1069,.1552,2.4504,0,0
P11,635145996353008982,tPad,Normal,Half,2,2,7649.4375,.1045,1.035,0,0
P11,635145997943639961,tPad,Normal,Quarter,0,0,39699.2707,.1448,.3965,0,0
P11,635145997971721567,tPad,Normal,Quarter,0,1,2016.1153,.161,1.6273,0,0
P11,635145997992102732,tPad,Normal,Quarter,0,2,1394.0797,.1625,.7848,0,0
P11,635145998018124221,tPad,Normal,Quarter,1,0,2028.116,.1638,.9438,0,0
P11,635145998083197943,tPad,Normal,Quarter,1,1,5943.34,.1983,.3982,0,0
P11,635145998147521622,tPad,Normal,Quarter,1,2,5856.335,.1754,.1589,0,0
P11,635145998206194978,tPad,Normal,Quarter,2,0,5163.2953,.1648,1.6686,0,0
P11,635145998279919195,tPad,Normal,Quarter,2,1,6731.3851,.1217,1.4767,0,0
P11,635145998301040403,tPad,Normal,Quarter,2,2,1484.0849,8.98,.3926,0,0
P12,635146809252712689,tPad,Normal,Half,0,0,11595.6633,9.3799, ,0,0
P12,635146809340267697,tPad,Normal,Half,0,1,3203.1833,0,.4827,0,0
P12,635146809436393195,tPad,Normal,Half,0,2,2032.1163,3.3799,4.5343,0,0
P12,635146809563710477,tPad,Normal,Half,1,0,3216.184, ,1.0649,0,0
P12,635146809654185652,tPad,Normal,Half,1,1,3503.2004,3.7199,.4815,0,0
P12,635146809734150225,tPad,Normal,Half,1,2,2380.1361,7.0999,.5487,0,0
P12,635146809763831923,tPad,Normal,Half,2,0,1520.0869, ,.2691,0,0
P12,635146809828145602,tPad,Normal,Half,2,1,2359.135,1.6799,.9779,0,0
P12,635146809893989368,tPad,Normal,Half,2,2,2337.1337,4.6699,.952,0,0
P12,635146811445738123,tPad,Normal,Quarter,0,0,20780.1886,1.7,1.4674,0,0
P12,635146811502171350,tPad,Normal,Quarter,0,1,2547.1457,2.38,.7013,0,0
P12,635146811585936141,tPad,Normal,Quarter,0,2,3680.2105, ,.8292,0,0
P12,635146811662850541,tPad,Normal,Quarter,1,0,3283.1878,5.4199,3.1351,0,0
P12,635146811740614989,tPad,Normal,Quarter,1,1,2499.143,2.3599,2.6537,0,0
P12,635146811764696366,tPad,Normal,Quarter,1,2,1156.0661,0,.7176,0,0
P12,635146811845050962,tPad,Normal,Quarter,2,0,4947.283, ,2.5448,0,0
P12,635146811924135485,tPad,Normal,Quarter,2,1,3216.1839,3.33,.4832,0,0
P12,635146812005530141,tPad,Normal,Quarter,2,2,3831.2192, ,1.3281,0,0
