Participant,Method,AppsNumber,Distance,SeenTimeMillis
P10,TapNFlip,2,1,11210.0157
P10,TapNFlip,2,1,5315.0074
P10,TapNFlip,2,1,5225.0073
P10,TapNFlip,2,0,6245.0088
P10,TapNFlip,2,1,23785.0333
P10,TapNFlip,2,0,15760.022
P10,TapNFlip,2,3,10830.0152
P10,TapNFlip,2,2,17565.0246
P10,TapNFlip,2,3,10400.0146
P10,TapNFlip,2,0,5920.0083
P10,TapNFlip,2,0,8410.0117
P10,TapNFlip,2,0,4440.0062
P10,TapNFlip,2,2,9775.0137
P10,TapNFlip,2,2,11700.0164
P10,TapNFlip,2,2,12740.0178
P10,Flipping,3,0,22745.0318
P10,Flipping,3,3,13280.0186
P10,Flipping,3,0,10605.0148
P10,Flipping,3,2,11345.0159
P10,Flipping,3,2,10170.0143
P10,Flipping,3,2,12490.0175
P10,Flipping,3,2,10670.0149
P10,Flipping,3,1,11415.016
P10,Flipping,3,1,10455.0146
P10,Flipping,3,0,10080.0141
P10,Flipping,3,0,15085.0212
P10,Flipping,3,2,18225.0255
P10,Flipping,3,2,12070.0169
P10,Flipping,3,3,29640.0415
P10,Flipping,3,1,9995.014
P10,Flipping,3,2,11945.0167
P10,Flipping,3,2,14305.02
P10,Flipping,3,1,11370.0159
P10,TapNFlip,3,3,11055.0155
P10,TapNFlip,3,2,9750.0136
P10,TapNFlip,3,3,9830.0138
P10,TapNFlip,3,3,13540.019
P10,TapNFlip,3,3,4160.0058
P10,TapNFlip,3,1,15920.0223
P10,TapNFlip,3,0,7510.0105
P10,TapNFlip,3,0,5710.008
P10,TapNFlip,3,3,11165.0156
P10,TapNFlip,3,1,11520.0162
P10,TapNFlip,3,2,12490.0174
P10,TapNFlip,3,2,4415.0062
P10,TapNFlip,3,0,7120.01
P10,TapNFlip,3,0,8920.0125
P10,TapNFlip,3,0,8080.0113
P10,TapNFlip,3,2,19180.0268
P10,TapNFlip,3,1,10075.0142
P10,TapNFlip,3,2,21955.0307
P10,Flipping,2,1,15935.0223
P10,Flipping,2,3,13135.0184
P10,Flipping,2,3,8200.0115
P10,Flipping,2,0,10865.0152
P10,Flipping,2,2,24120.0338
P10,Flipping,2,2,11585.0162
P10,Flipping,2,0,13235.0185
P10,Flipping,2,0,9760.0137
P10,Flipping,2,3,16565.0232
P10,Flipping,2,1,11830.0166
P10,Flipping,2,0,10095.0141
P10,Flipping,2,0,8420.0118
P10,Flipping,2,1,14710.0206
P10,Flipping,2,1,8215.0115
P10,Flipping,2,0,8475.0118
P10,Flipping,2,3,11850.0166
P10,Flipping,2,3,9725.0136
P10,Flipping,2,2,11565.0162
P10,Home,1,0,14505.0203
P10,Home,1,0,8510.012
P10,Home,1,0,9470.0132
P10,Home,1,3,12265.0172
P10,Home,1,3,10465.0146
P10,Home,1,3,12520.0176
P10,Home,1,1,9985.0139
P10,Home,1,1,9160.0129
P10,Home,1,1,10735.015
P10,Home,1,3,12315.0172
P10,Home,1,3,13835.0194
P10,Home,1,3,14815.0208
P10,Home,1,1,11715.0164
P10,Home,1,1,9460.0132
P10,Home,1,1,8225.0115
P10,Home,1,1,10135.0142
P10,Home,1,1,8350.0117
P10,Home,1,1,14430.0202
P10,Flipping,1,2,62990.0882
P10,Flipping,1,2,13075.0183
P10,Flipping,1,2,7565.0106
P10,Flipping,1,2,10165.0143
P10,Flipping,1,2,7745.0108
P10,Flipping,1,2,6960.0097
P10,Flipping,1,2,16100.0225
P10,Flipping,1,2,13655.0191
P10,Flipping,1,2,11525.0161
P10,Flipping,1,0,10665.015
P10,Flipping,1,0,9205.0129
P10,Flipping,1,0,8905.0124
P10,Flipping,1,0,11385.016
P10,Flipping,1,0,11755.0164
P10,Flipping,1,0,10925.0153
P10,Flipping,1,2,13880.0195
P10,Flipping,1,2,9055.0126
P10,Flipping,1,2,9575.0134
P10,Home,2,2,13945.0195
P10,Home,2,1,11010.0154
P10,Home,2,2,14385.0201
P10,Home,2,0,10140.0142
P10,Home,2,2,11510.0161
P10,Home,2,2,15675.022
P10,Home,2,1,9610.0134
P10,Home,2,1,9450.0133
P10,Home,2,1,10705.015
P10,Home,2,1,11065.0155
P10,Home,2,2,21355.0299
P10,Home,2,2,10635.1362
P10,Home,2,1,20040.0281
P10,Home,2,1,9440.0132
P10,Home,2,1,18475.0258
P10,Home,2,3,11760.0165
P10,Home,2,1,10625.0149
P10,Home,2,3,10565.0148
P10,RuntimeBar,3,1,11435.0161
P10,RuntimeBar,3,3,12370.0173
P10,RuntimeBar,3,3,9505.0133
P10,RuntimeBar,3,2,8540.0119
P10,RuntimeBar,3,2,10845.0152
P10,RuntimeBar,3,2,11735.0164
P10,RuntimeBar,3,3,10295.0144
P10,RuntimeBar,3,1,14280.02
P10,RuntimeBar,3,3,10650.0149
P10,RuntimeBar,3,1,9840.0137
P10,RuntimeBar,3,1,9505.0134
P10,RuntimeBar,3,2,9815.0137
P10,RuntimeBar,3,3,10660.0149
P10,RuntimeBar,3,1,8270.0116
P10,RuntimeBar,3,1,7610.0107
P10,RuntimeBar,3,1,11565.0161
P10,RuntimeBar,3,1,7870.0111
P10,RuntimeBar,3,1,9605.0134
P10,Home,3,1,9725.0136
P10,Home,3,1,8825.0124
P10,Home,3,0,8585.012
P10,Home,3,2,10345.0145
P10,Home,3,0,7390.0103
P10,Home,3,2,9575.0134
P10,Home,3,0,7990.0112
P10,Home,3,0,9500.0133
P10,Home,3,2,9415.0132
P10,Home,3,3,9355.0131
P10,Home,3,2,14620.0205
P10,Home,3,2,18384.1453
P10,Home,3,1,10745.0151
P10,Home,3,1,18373.0965
P10,Home,3,1,9447.0616
P10,Home,3,1,24135.0338
P10,Home,3,2,8430.0118
P10,Home,3,1,10165.0142
P10,RuntimeBar,2,3,11325.0159
P10,RuntimeBar,2,3,10540.0147
P10,RuntimeBar,2,3,10315.0144
P10,RuntimeBar,2,1,8240.0116
P10,RuntimeBar,2,2,9090.0127
P10,RuntimeBar,2,1,11082.0675
P10,RuntimeBar,2,2,10590.0149
P10,RuntimeBar,2,0,7085.0099
P10,RuntimeBar,2,2,7955.0111
P10,RuntimeBar,2,2,9590.0135
P10,RuntimeBar,2,2,9665.0135
P10,RuntimeBar,2,2,11215.0157
P10,RuntimeBar,2,2,7215.0101
P10,RuntimeBar,2,2,11610.0162
P10,RuntimeBar,2,2,14760.0207
P10,RuntimeBar,2,1,9190.0129
P10,RuntimeBar,2,1,14220.0199
P10,RuntimeBar,2,1,9020.0126
P10,RuntimeBar,1,1,18785.0263
P10,RuntimeBar,1,1,7740.0108
P10,RuntimeBar,1,1,7940.0111
P10,RuntimeBar,1,1,10630.0149
P10,RuntimeBar,1,1,10680.015
P10,RuntimeBar,1,1,9710.0136
P10,RuntimeBar,1,3,16805.0235
P10,RuntimeBar,1,3,7435.0104
P10,RuntimeBar,1,3,6475.0091
P10,RuntimeBar,1,2,11885.0166
P10,RuntimeBar,1,2,8980.0126
P10,RuntimeBar,1,2,7000.0098
P10,RuntimeBar,1,2,8820.0123
P10,RuntimeBar,1,2,7660.0108
P10,RuntimeBar,1,2,9135.0127
P10,RuntimeBar,1,0,7240.0102
P10,RuntimeBar,1,0,8920.0125
P10,RuntimeBar,1,0,6480.009
P11,TapNFlip,2,1,16310.0229
P11,TapNFlip,2,1,8980.0125
P11,TapNFlip,2,0,37975.0532
P11,TapNFlip,2,3,13485.0189
P11,TapNFlip,2,2,15110.0211
P11,TapNFlip,2,3,17345.0243
P11,TapNFlip,2,2,10145.0142
P11,TapNFlip,2,2,13075.0183
P11,TapNFlip,2,2,12710.0178
P11,TapNFlip,2,3,12185.0171
P11,TapNFlip,2,3,11770.0165
P11,TapNFlip,2,3,6040.0084
P11,TapNFlip,2,2,9250.013
P11,TapNFlip,2,2,8705.0122
P11,TapNFlip,2,1,12805.0179
P11,TapNFlip,2,3,9590.0134
P11,TapNFlip,2,0,10210.0143
P11,TapNFlip,2,0,10615.0149
P11,TapNFlip,3,3,53070.0743
P11,TapNFlip,3,2,12020.0168
P11,TapNFlip,3,3,12685.0177
P11,TapNFlip,3,3,14935.0209
P11,TapNFlip,3,3,12380.0173
P11,TapNFlip,3,0,13655.0191
P11,TapNFlip,3,3,14240.0199
P11,TapNFlip,3,1,17620.0247
P11,TapNFlip,3,3,12540.0176
P11,TapNFlip,3,0,7310.0102
P11,TapNFlip,3,0,9790.0137
P11,TapNFlip,3,0,11435.016
P11,TapNFlip,3,1,9800.0137
P11,TapNFlip,3,1,4260.006
P11,TapNFlip,3,2,9135.0128
P11,TapNFlip,3,1,8130.0114
P11,TapNFlip,3,0,8035.0112
P11,TapNFlip,3,2,19310.0271
P11,TapNFlip,1,0,11910.0166
P11,TapNFlip,1,0,4425.0062
P11,TapNFlip,1,0,4270.006
P11,TapNFlip,1,2,9065.0127
P11,TapNFlip,1,2,6460.0091
P11,TapNFlip,1,2,5900.0082
P11,TapNFlip,1,0,5230.0073
P11,TapNFlip,1,0,7500.0105
P11,TapNFlip,1,0,4180.0059
P11,TapNFlip,1,3,7695.0108
P11,TapNFlip,1,3,4555.0063
P11,TapNFlip,1,3,3840.0054
P11,TapNFlip,1,1,12325.0173
P11,TapNFlip,1,1,4830.0067
P11,TapNFlip,1,1,3995.0056
P11,TapNFlip,1,3,10720.015
P11,TapNFlip,1,3,4185.0059
P11,TapNFlip,1,3,5160.0072
P11,Home,1,2,49461.2707
P11,Home,1,2,25896.1878
P11,Home,1,2,16956.088
P11,Home,1,3,20904.1606
P11,Home,1,3,19895.0848
P11,Home,1,3,24952.1212
P11,Home,1,1,19125.0885
P11,Home,1,1,13939.0722
P11,Home,1,1,12627.0669
P11,Home,1,2,12568.0688
P11,Home,1,2,16464.0743
P11,Home,1,2,16872.0617
P11,Home,1,3,15911.0767
P11,Home,1,3,38602.1142
P11,Home,1,3,34758.1252
P11,Home,1,2,14691.0776
P11,Home,1,2,19768.09
P11,Home,1,2,17934.0756
P11,Flipping,3,3,36629.2044
P11,Flipping,3,3,31515.0441
P11,Flipping,3,3,13525.019
P11,Flipping,3,2,41870.0586
P11,Flipping,3,2,26735.0374
P11,Flipping,3,0,41566.3445
P11,Flipping,3,0,36066.0631
P11,Flipping,3,0,16070.0225
P11,Flipping,3,0,17495.0245
P11,Flipping,3,1,43800.0613
P11,Flipping,3,1,38995.0546
P11,Flipping,3,0,28560.04
P11,Flipping,3,3,44816.197
P11,Flipping,3,2,69300.097
P11,Flipping,3,3,101180.1417
P11,Flipping,3,2,81909.4805
P11,Flipping,3,2,9645.0135
P11,Flipping,3,1,16986.1466
P11,Home,2,3,27066.0915
P11,Home,2,0,20551.1114
P11,Home,2,0,10312.0595
P11,Home,2,0,11440.016
P11,Home,2,1,14615.0662
P11,Home,2,0,13537.1262
P11,Home,2,2,21432.0923
P11,Home,2,1,13735.0706
P11,Home,2,1,13110.0719
P11,Home,2,2,13971.0687
P11,Home,2,2,14667.0695
P11,Home,2,2,11828.0594
P11,Home,2,0,16057.0687
P11,Home,2,0,11816.0696
P11,Home,2,0,13879.1667
P11,Home,2,0,11253.0533
P11,Home,2,0,13039.0673
P11,Home,2,2,16950.0237
P11,Flipping,2,1,30160.0422
P11,Flipping,2,2,50443.2067
P11,Flipping,2,1,39435.0692
P11,Flipping,2,2,18090.0253
P11,Flipping,2,0,21749.1266
P11,Flipping,2,2,16175.0749
P11,Flipping,2,2,18867.0985
P11,Flipping,2,2,15785.0221
P11,Flipping,2,2,19415.0852
P11,Flipping,2,0,10935.0153
P11,Flipping,2,0,8713.059
P11,Flipping,2,2,20095.0708
P11,Flipping,2,2,14757.0643
P11,Flipping,2,2,11850.0668
P11,Flipping,2,0,25350.0355
P11,Flipping,2,0,8250.0115
P11,Flipping,2,3,18000.3385
P11,Flipping,2,0,12377.0733
P11,Home,3,3,14713.0905
P11,Home,3,1,13631.0976
P11,Home,3,3,15004.075
P11,Home,3,3,12358.0633
P11,Home,3,3,12017.0663
P11,Home,3,3,16979.0764
P11,Home,3,2,14950.1554
P11,Home,3,2,16583.1467
P11,Home,3,2,13724.0984
P11,Home,3,1,11310.065
P11,Home,3,1,21295.0806
P11,Home,3,1,12495.0685
P11,Home,3,0,11386.0673
P11,Home,3,0,9431.0596
P11,Home,3,1,12369.06
P11,Home,3,0,10083.0673
P11,Home,3,3,14550.1079
P11,Home,3,0,10671.0636
P11,Flipping,1,0,53279.1306
P11,Flipping,1,0,22310.0313
P11,Flipping,1,0,7210.0101
P11,Flipping,1,3,12455.0174
P11,Flipping,1,3,9485.0133
P11,Flipping,1,3,8865.0124
P11,Flipping,1,3,11420.016
P11,Flipping,1,3,11170.0156
P11,Flipping,1,3,8200.0115
P11,Flipping,1,0,13620.0191
P11,Flipping,1,0,7645.0107
P11,Flipping,1,0,9055.0127
P11,Flipping,1,2,12388.1611
P11,Flipping,1,2,10410.0146
P11,Flipping,1,2,10405.0146
P11,Flipping,1,3,31815.0445
P11,Flipping,1,3,9965.014
P11,Flipping,1,3,8080.0113
P11,RuntimeBar,1,0,27540.0386
P11,RuntimeBar,1,0,11610.0162
P11,RuntimeBar,1,0,12325.0173
P11,RuntimeBar,1,1,13875.0574
P11,RuntimeBar,1,1,9010.0126
P11,RuntimeBar,1,1,19265.027
P11,RuntimeBar,1,2,20842.0778
P11,RuntimeBar,1,2,35089.065
P11,RuntimeBar,1,2,17153.1154
P11,RuntimeBar,1,0,13299.0609
P11,RuntimeBar,1,0,12253.1011
P11,RuntimeBar,1,0,9775.0569
P11,RuntimeBar,1,2,15922.1189
P11,RuntimeBar,1,2,11175.0157
P11,RuntimeBar,1,2,9490.0484
P11,RuntimeBar,1,2,16098.069
P11,RuntimeBar,1,2,9413.0564
P11,RuntimeBar,1,2,8572.0595
P11,RuntimeBar,3,3,18053.0687
P11,RuntimeBar,3,1,13246.0638
P11,RuntimeBar,3,3,20257.0806
P11,RuntimeBar,3,1,14242.0689
P11,RuntimeBar,3,2,15663.1147
P11,RuntimeBar,3,0,14678.0766
P11,RuntimeBar,3,0,17497.0756
P11,RuntimeBar,3,0,10081.0597
P11,RuntimeBar,3,0,9746.0597
P11,RuntimeBar,3,2,28031.1579
P11,RuntimeBar,3,2,11160.0636
P11,RuntimeBar,3,0,22979.1579
P11,RuntimeBar,3,0,11898.0662
P11,RuntimeBar,3,3,17228.067
P11,RuntimeBar,3,1,19011.073
P11,RuntimeBar,3,3,14930.0209
P11,RuntimeBar,3,2,17448.1052
P11,RuntimeBar,3,0,13951.0657
P11,RuntimeBar,2,1,24202.0889
P11,RuntimeBar,2,1,14101.0703
P11,RuntimeBar,2,1,16525.1166
P11,RuntimeBar,2,3,16627.0731
P11,RuntimeBar,2,3,11780.0672
P11,RuntimeBar,2,3,10109.0655
P11,RuntimeBar,2,3,19442.0756
P11,RuntimeBar,2,0,12091.0741
P11,RuntimeBar,2,3,11348.0627
P11,RuntimeBar,2,0,11381.0634
P11,RuntimeBar,2,0,12646.0607
P11,RuntimeBar,2,0,9088.0573
P11,RuntimeBar,2,3,11188.0504
P11,RuntimeBar,2,3,8728.0476
P11,RuntimeBar,2,3,10393.0582
P11,RuntimeBar,2,0,9136.0561
P11,RuntimeBar,2,0,9727.0564
P11,RuntimeBar,2,0,8741.0564
P12,TapNFlip,3,3,14535.0204
P12,TapNFlip,3,3,7400.0103
P12,TapNFlip,3,3,5255.0074
P12,TapNFlip,3,0,8555.012
P12,TapNFlip,3,3,22770.0319
P12,TapNFlip,3,3,7250.0101
P12,TapNFlip,3,0,8950.0126
P12,TapNFlip,3,0,7125.0099
P12,TapNFlip,3,3,12825.018
P12,TapNFlip,3,3,10030.014
P12,TapNFlip,3,2,11515.0162
P12,TapNFlip,3,2,6510.0091
P12,TapNFlip,3,1,10025.014
P12,TapNFlip,3,1,4755.0067
P12,TapNFlip,3,0,8450.0118
P12,TapNFlip,3,2,12870.018
P12,TapNFlip,3,3,9960.014
P12,TapNFlip,3,2,11635.0162
P12,Home,1,1,19345.0271
P12,Home,1,1,10490.0147
P12,Home,1,1,9325.013
P12,Home,1,2,12350.0173
P12,Home,1,2,10550.0148
P12,Home,1,2,10525.0147
P12,Home,1,2,8680.0122
P12,Home,1,2,9345.0131
P12,Home,1,2,9080.0127
P12,Home,1,1,10310.0144
P12,Home,1,1,8215.0115
P12,Home,1,1,9370.0131
P12,Home,1,2,8640.0121
P12,Home,1,2,8585.012
P12,Home,1,2,9779.0664
P12,Home,1,1,8655.0121
P12,Home,1,1,8590.012
P12,Home,1,1,8400.0118
P12,TapNFlip,2,3,49765.0696
P12,TapNFlip,2,3,4435.0062
P12,TapNFlip,2,3,3805.0054
P12,TapNFlip,2,0,4945.0069
P12,TapNFlip,2,0,3255.0046
P12,TapNFlip,2,0,4400.0061
P12,TapNFlip,2,3,7015.0098
P12,TapNFlip,2,3,5605.0079
P12,TapNFlip,2,1,8995.0126
P12,TapNFlip,2,2,7115.0099
P12,TapNFlip,2,2,3540.005
P12,TapNFlip,2,0,6120.0086
P12,TapNFlip,2,0,5980.0083
P12,TapNFlip,2,0,3765.0053
P12,TapNFlip,2,0,4290.006
P12,TapNFlip,2,3,8145.0114
P12,TapNFlip,2,3,5910.0083
P12,TapNFlip,2,3,4075.0057
P12,Home,2,0,10660.0149
P12,Home,2,2,8965.0126
P12,Home,2,0,6645.0093
P12,Home,2,2,9055.0127
P12,Home,2,3,9770.0136
P12,Home,2,3,8845.0124
P12,Home,2,2,9210.0129
P12,Home,2,2,9030.0127
P12,Home,2,2,9585.0134
P12,Home,2,1,10950.0153
P12,Home,2,1,7625.0107
P12,Home,2,1,7420.0104
P12,Home,2,0,8360.0117
P12,Home,2,1,6880.0096
P12,Home,2,1,7670.0108
P12,Home,2,2,8530.0119
P12,Home,2,1,7130.01
P12,Home,2,1,8075.0113
P12,TapNFlip,1,3,13390.0188
P12,TapNFlip,1,3,3850.0054
P12,TapNFlip,1,3,6235.0087
P12,TapNFlip,1,2,6705.0094
P12,TapNFlip,1,2,4250.0059
P12,TapNFlip,1,2,3730.0053
P12,TapNFlip,1,1,5620.0078
P12,TapNFlip,1,1,3580.005
P12,TapNFlip,1,1,3255.0046
P12,TapNFlip,1,3,6670.0094
P12,TapNFlip,1,3,3870.0054
P12,TapNFlip,1,3,3250.0045
P12,TapNFlip,1,0,4470.0063
P12,TapNFlip,1,0,3545.0049
P12,TapNFlip,1,0,3530.005
P12,TapNFlip,1,0,5190.0073
P12,TapNFlip,1,0,4245.0059
P12,TapNFlip,1,0,3395.0048
P12,Home,3,1,10530.0148
P12,Home,3,1,7580.0106
P12,Home,3,3,9785.0137
P12,Home,3,0,8750.0122
P12,Home,3,0,11095.0156
P12,Home,3,0,6395.0089
P12,Home,3,3,8580.012
P12,Home,3,1,7600.0107
P12,Home,3,3,8185.0114
P12,Home,3,1,8695.0122
P12,Home,3,1,7180.0101
P12,Home,3,1,7310.0102
P12,Home,3,3,8590.012
P12,Home,3,3,8700.0122
P12,Home,3,0,6590.0092
P12,Home,3,1,7650.0107
P12,Home,3,2,7730.0109
P12,Home,3,1,7485.0104
P12,Flipping,3,1,16865.0236
P12,Flipping,3,2,10780.0151
P12,Flipping,3,1,9775.0137
P12,Flipping,3,3,8515.0119
P12,Flipping,3,2,12295.0172
P12,Flipping,3,2,6885.0096
P12,Flipping,3,3,8870.0125
P12,Flipping,3,2,12205.017
P12,Flipping,3,3,11175.0157
P12,Flipping,3,1,7585.0106
P12,Flipping,3,0,10940.0153
P12,Flipping,3,0,5860.0082
P12,Flipping,3,1,6800.0096
P12,Flipping,3,2,10385.0145
P12,Flipping,3,1,8070.0113
P12,Flipping,3,2,9370.0131
P12,Flipping,3,1,8680.0122
P12,Flipping,3,0,8675.0121
P12,RuntimeBar,1,0,9595.0134
P12,RuntimeBar,1,0,8875.0125
P12,RuntimeBar,1,0,10340.0144
P12,RuntimeBar,1,1,8910.0125
P12,RuntimeBar,1,1,7630.0107
P12,RuntimeBar,1,1,6115.0085
P12,RuntimeBar,1,0,7275.0102
P12,RuntimeBar,1,0,7000.0098
P12,RuntimeBar,1,0,6475.0091
P12,RuntimeBar,1,2,9205.0129
P12,RuntimeBar,1,2,5635.0079
P12,RuntimeBar,1,2,5850.0082
P12,RuntimeBar,1,1,9135.0128
P12,RuntimeBar,1,1,6405.0089
P12,RuntimeBar,1,1,5635.0079
P12,RuntimeBar,1,2,8190.0115
P12,RuntimeBar,1,2,7235.0101
P12,RuntimeBar,1,2,6555.0092
P12,Flipping,2,3,18740.0262
P12,Flipping,2,3,6440.009
P12,Flipping,2,3,5265.0074
P12,Flipping,2,1,6465.0091
P12,Flipping,2,1,5115.0071
P12,Flipping,2,1,9660.0135
P12,Flipping,2,0,6180.0087
P12,Flipping,2,0,5680.0079
P12,Flipping,2,0,5620.0079
P12,Flipping,2,1,7260.0102
P12,Flipping,2,1,5610.0078
P12,Flipping,2,3,16910.0237
P12,Flipping,2,0,8595.012
P12,Flipping,2,1,8585.0121
P12,Flipping,2,0,8290.0116
P12,Flipping,2,0,5555.0077
P12,Flipping,2,0,5450.0077
P12,Flipping,2,3,9355.0131
P12,RuntimeBar,2,1,11745.0165
P12,RuntimeBar,2,3,11980.0168
P12,RuntimeBar,2,1,10960.0153
P12,RuntimeBar,2,0,6580.0092
P12,RuntimeBar,2,0,11615.0163
P12,RuntimeBar,2,2,9140.0128
P12,RuntimeBar,2,1,12135.017
P12,RuntimeBar,2,1,9650.0135
P12,RuntimeBar,2,3,7760.0108
P12,RuntimeBar,2,1,10805.0152
P12,RuntimeBar,2,0,8170.0114
P12,RuntimeBar,2,1,7035.0098
P12,RuntimeBar,2,0,8690.0122
P12,RuntimeBar,2,0,7605.0107
P12,RuntimeBar,2,0,7920.011
P12,RuntimeBar,2,0,6955.0097
P12,RuntimeBar,2,3,10190.0143
P12,RuntimeBar,2,0,7200.01
P12,Flipping,1,2,35280.0494
P12,Flipping,1,2,5060.0071
P12,Flipping,1,2,6965.0097
P12,Flipping,1,0,7515.0105
P12,Flipping,1,0,5355.0075
P12,Flipping,1,0,5465.0077
P12,Flipping,1,3,7450.0104
P12,Flipping,1,3,4640.0065
P12,Flipping,1,3,4645.0065
P12,Flipping,1,0,6915.0097
P12,Flipping,1,0,5110.0071
P12,Flipping,1,0,5315.0075
P12,Flipping,1,0,6815.0095
P12,Flipping,1,0,4370.0061
P12,Flipping,1,0,4685.0066
P12,Flipping,1,1,7495.0105
P12,Flipping,1,1,4930.0069
P12,Flipping,1,1,5280.0074
P12,RuntimeBar,3,2,8895.0124
P12,RuntimeBar,3,0,6065.0085
P12,RuntimeBar,3,2,8360.0117
P12,RuntimeBar,3,3,8910.0125
P12,RuntimeBar,3,2,7845.011
P12,RuntimeBar,3,3,6295.0088
P12,RuntimeBar,3,0,25155.0352
P12,RuntimeBar,3,0,7430.0104
P12,RuntimeBar,3,0,7180.0101
P12,RuntimeBar,3,1,8270.0115
P12,RuntimeBar,3,1,5585.0079
P12,RuntimeBar,3,1,8665.0121
P12,RuntimeBar,3,1,6840.0096
P12,RuntimeBar,3,1,5870.0082
P12,RuntimeBar,3,1,6550.0091
P12,RuntimeBar,3,3,7755.0109
P12,RuntimeBar,3,3,7060.0099
P12,RuntimeBar,3,3,5740.008
